기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,PSR,PCR,2016-당기순이익,2015-당기순이익,2014-당기순이익,2013-당기순이익,2012-당기순이익,증자
00101628,1,1,000050,경방,1274042237155.0,699134073068.0,107346582141.0,90250000000.0,319480000000.0,25320000000.0,574910000000.0,360790000000.0,57720000000.0,2018-08-01,352286219500.0,12700.0,12700.0,0.08425669024969712,0.5038893583802424,0.2824902967321898,-1.3757563400801716,13.913357800157979,0.9764301103134787,6.103364856202356,30980000000.0,21600000000.0,14240000000.0,15100000000.0,-7070000000.0,0
00101752,1,1,025880,케이씨피드,105511177616.0,58621330498.0,12434680964.0,54740000000.0,40030000000.0,6750000000.0,46890000000.0,79690000000.0,7620000000.0,2018-08-01,39449424880.0,2300.0,2300.0,0.11785178826507924,0.6729534206212857,1.3674743942043468,0.19898895925298468,5.844359241481482,0.49503607579370057,5.1770898792650915,1090000000.0,960000000.0,-3440000000.0,1870000000.0,4320000000.0,0
00102113,1,1,012610,경인양행,357951470076.0,210934932782.0,47146025697.0,193180000000.0,124350000000.0,4780000000.0,147020000000.0,299990000000.0,5320000000.0,2018-08-01,225411716700.0,5450.0,5450.0,0.1317106637025125,1.0686315145958383,1.5535182951347004,0.2047808369315347,47.15726290794979,0.751397435581186,42.37062343984962,3720000000.0,110000000.0,9090000000.0,12330000000.0,4480000000.0,0
00102140,1,1,009140,경인전자,59851412155.0,56057621720.0,4195448630.0,46770000000.0,3190000000.0,-2980000000.0,3790000000.0,22020000000.0,-2420000000.0,2018-08-01,36049791150.0,23050.0,23050.0,0.07009773836471644,0.6430845627034211,14.661442006269592,1.1922399167630129,-12.097245352348994,1.6371385626702997,-14.896607913223141,-70000000.0,1250000000.0,290000000.0,890000000.0,570000000.0,0
00102353,1,1,024910,경창산업,667099774869.0,190527847912.0,48331485226.0,172670000000.0,323050000000.0,-32150000000.0,476670000000.0,563350000000.0,6380000000.0,2018-08-01,33715200000.0,1925.0,1925.0,0.07245015970135947,0.17695680904122846,0.534499303513388,-9.0167046317388,-1.0486842923794713,0.059847696813703735,5.284514106583072,13640000000.0,5470000000.0,21150000000.0,23050000000.0,9410000000.0,0
00102432,1,1,013580,계룡건설산업,1582918161209.0,382329684831.0,226422119202.0,1014510000000.0,965870000000.0,56450000000.0,1200590000000.0,2240830000000.0,-58390000000.0,2018-08-01,197373044700.0,21900.0,21900.0,0.14304095104263856,0.5162378243981871,1.0503587439303426,-0.9427832472404475,3.4964224038972542,0.0880803294761316,-3.380254233601644,17540000000.0,10280000000.0,-119630000000.0,-92180000000.0,2580000000.0,0
00102618,1,1,012200,계양전기,253948487266.0,182371082916.0,69593925481.0,129670000000.0,64250000000.0,9120000000.0,71580000000.0,339920000000.0,19780000000.0,2018-08-01,141810000000.0,4260.0,4260.0,0.27404741107240144,0.7775903818332733,2.0182101167315176,0.40963260700937876,15.549342105263158,0.4171863967992469,7.169362992922143,17200000000.0,9580000000.0,6500000000.0,7820000000.0,8350000000.0,0
00102751,1,1,002140,고려산업,183124062876.0,88758114724.0,33397732153.0,98890000000.0,85720000000.0,5070000000.0,94370000000.0,174520000000.0,1000000000.0,2018-08-01,69955087125.0,2775.0,2775.0,0.18237762765024948,0.788154270091592,1.15363975734951,0.06461288500610955,13.797847559171597,0.4008428095633738,69.955087125,4880000000.0,4800000000.0,8209999999.0,3760000000.0,4690000000.0,0
00102760,1,1,011160,두산건설,2845640000000.0,965450000000.0,161200000000.0,1004150000000.0,1539520000000.0,-184020000000.0,1880200000000.0,1535860000000.0,55250000000.0,2018-08-01,163517178470.0,2295.0,2295.0,0.0566480651101334,0.16936887303330053,0.6522487528580336,-5.357541074259218,-0.8885837325834148,0.10646620035029235,2.9595869406334843,-371530000000.0,-497980000000.0,-48940000000.0,-33680000000.0,-614850000000.0,0
00102858,1,1,010130,고려아연,7038142272799.0,6105650755376.0,1068739681875.0,3669850000000.0,606530000000.0,634030000000.0,932490000000.0,6596670000000.0,796810000000.0,2018-08-01,7689525000000.0,419000.0,419000.0,0.15184968425623666,1.2594112090720888,6.050566336372479,0.3559855777827629,12.128014447265903,1.1656676777828814,9.650387168835733,537489999999.0,490110000000.0,462450000000.0,467670000000.0,596360000000.0,0
00103006,1,1,002240,고려제강,2400558034462.0,1458299223896.0,240782542031.0,913750000000.0,714480000000.0,22450000000.0,942260000000.0,1550460000000.0,114009999999.0,2018-08-01,573000000000.0,27950.0,27950.0,0.10030273735288507,0.3929234759305228,1.2789021386182957,-0.04975567190226876,25.523385300668153,0.3695677411864866,5.025874923296429,31260000000.0,18550000000.0,10170000000.0,24060000000.0,90330000000.0,1
00103042,1,1,009070,케이씨티시,370846592266.0,184377232028.0,51661154474.0,85630000000.0,131659999999.0,8990000000.0,186470000000.0,364550000000.0,14980000000.0,2018-08-01,78600000000.0,2560.0,2560.0,0.13930599755098896,0.426299923995299,0.6503873613903265,-1.2829516539440204,8.743047830923247,0.2156082841859827,5.246995994659546,13919999999.0,11130000000.0,6420000000.0,-21840000000.0,4560000000.0,0
00103130,1,1,009810,엔케이물산,63330460348.0,48017282379.0,1546926214.0,40340000000.0,15000000000.0,-7759999999.0,15310000000.0,28100000000.0,6830000000.0,2018-08-01,51061879941.0,630.0,630.0,0.024426258793946262,1.063406286469297,2.6893333333333334,0.49018955097072775,-6.580139168502595,1.8171487523487544,7.476117121669107,-120000000.0,3779999999.0,-9480000000.0,-40000000.0,-5700000000.0,1
00103176,1,1,000540,흥국화재,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994579999999.0,2018-08-01,407940795750.0,6130.0,6130.0,,inf,,0.0,inf,inf,0.4101638840016994,32339999999.0,19940000000.0,31570000000.0,11280000000.0,56520000000.0,0
00103510,1,1,023800,인지컨트롤스,456875345084.0,201293140586.0,54717949137.0,187480000000.0,223860000000.0,-930000000.0,255580000000.0,540850000000.0,46780000000.0,2018-08-01,83532305280.0,5420.0,5420.0,0.11976559848494274,0.41497839934745245,0.837487715536496,-0.8152534492102071,-89.8196830967742,0.15444634423592493,1.7856414125694742,2170000000.0,11630000000.0,5540000000.0,13510000000.0,9770000000.0,0
00103592,1,1,009290,광동제약,722699737573.0,416301202041.0,247109307774.0,449410000000.0,280540000000.0,23080000000.0,306400000000.0,1141570000000.0,23460000000.0,2018-08-01,392632173990.0,7530.0,7530.0,0.3419252767461251,0.9431444638282142,1.6019462465245597,0.36423403244493746,17.01179263388215,0.3439405152465464,16.73623930051151,29170000000.0,33360000000.0,34480000000.0,21440000000.0,26680000000.0,0
00103635,1,1,014200,광림,208058302783.0,107690687493.0,4031183750.0,78180000000.0,73470000000.0,-23600000000.0,100370000000.0,135190000000.0,-15250000000.0,2018-08-01,159802511370.0,3225.0,3225.0,0.01937526018466291,1.4839027876053565,1.064107799101674,-0.1388588940797195,-6.771292854661017,1.1820586683186627,-10.478853204590164,440000000.0,3290000000.0,1140000000.0,1630000000.0,590000000.0,0
00103644,1,1,042370,비츠로테크,279729096350.0,194872930379.0,45623592486.0,160960000000.0,66160000000.0,43850000000.0,84860000000.0,232760000000.0,62679999999.0,2018-08-01,177713290350.0,7980.0,7980.0,0.16309920234009292,0.9119444655775076,2.4328899637243047,0.4282178324993238,4.05275462599772,0.7635044266626568,2.835247133899733,-7290000000.0,2230000000.0,400000000.0,3070000000.0,2400000000.0,0
00103662,1,1,017040,광명전기,152717139893.0,96648220787.0,9106720072.0,72830000000.0,41090000000.0,-2039999999.0,56070000000.0,101560000000.0,6650000000.0,2018-08-01,127629276175.0,2885.0,2885.0,0.059631290098678826,1.3205548445250552,1.7724507179362374,0.13131783319854748,-62.56337070468793,1.2566884223611658,19.192372357142858,15610000000.0,3440000000.0,6980000000.0,5300000000.0,-1560000000.0,0
00104102,1,1,010050,우리종금,0.0,0.0,0.0,0.0,0.0,19110000000.0,0.0,0.0,-131450000000.0,2018-08-01,483403842102.0,695.0,695.0,,inf,,0.0,25.29585777613815,inf,-3.677473123636364,23880000000.0,10770000000.0,5270000000.0,-36550000000.0,-70820000000.0,1
00104388,1,1,007690,국도화학,788549499934.0,467880575665.0,125393472503.0,431010000000.0,0.0,42030000000.0,320670000000.0,1075979999999.0,30130000000.0,2018-08-01,347474836800.0,60000.0,60000.0,0.1590178834854314,0.7426571113924382,inf,0.3175481741819182,8.267305182012848,0.32293800702645303,11.532520305343512,20620000000.0,51429999999.0,15219999999.0,28110000000.0,26370000000.0,0
00104519,1,1,001140,국보,73270170253.0,17848562732.0,5917838583.0,18530000000.0,45810000000.0,-2890000000.0,55420000000.0,78260000000.0,-3100000000.0,2018-08-01,24056947200.0,13950.0,13950.0,0.08076736498039866,1.3478366612046149,0.4044968347522375,-1.5334447755698613,-8.324203183391003,0.30739774086378735,-7.760305548387096,-5030000000.0,-3679999999.0,-6630000000.0,-3770000000.0,-1920000000.0,1
00104698,1,1,000680,LS네트웍스,1273488634193.0,622851049706.0,141600703010.0,261760000000.0,518850000000.0,20600000000.0,650640000000.0,443350000000.0,18750000000.0,2018-08-01,247441470240.0,3170.0,3170.0,0.11119117925990073,0.3972723018718489,0.5045003372843789,-1.5716039822379613,12.011721856310679,0.5581176728092929,13.1968784128,-71850000000.0,-97380000000.0,-18220000000.0,-12620000000.0,15690000000.0,0
00104722,1,1,002720,국제약품,131646346421.0,67778304410.0,51471499559.0,59540000000.0,50580000000.0,1040000000.0,63870000000.0,123309999999.0,790000000.0,2018-08-01,87576968950.0,4830.0,4830.0,0.39098312226908377,1.292109174349291,1.177145116646896,-0.04944222267468644,84.20862399038461,0.7102178975809765,110.85692272151898,819999999.0,-6170000000.0,-7490000000.0,2690000000.0,-18940000000.0,0
00104768,1,1,000500,가온전선,538955918306.0,260114964581.0,37539728650.0,291490000000.0,193130000000.0,1450000000.0,278840000000.0,836979999999.0,-15190000000.0,2018-08-01,90903581950.0,22050.0,22050.0,0.06965268842021748,0.3494746336352846,1.5092942577538446,0.13915843279924792,62.69212548275862,0.10860902524565534,-5.9844359414088215,1190000000.0,1520000000.0,520000000.0,10840000000.0,6870000000.0,0
00104786,1,1,007120,미래아이앤지,68822163884.0,65701892591.0,2371007756.0,26450000000.0,2100000000.0,-2700000000.0,3120000000.0,7709999999.0,-1280000000.0,2018-08-01,57180200088.0,540.0,540.0,0.03445122359123061,0.8702976099022249,12.595238095238095,0.4080083659045485,-21.177851884444443,7.41636836516425,-44.67203131875,-2540000000.0,1500000000.0,-18650000000.0,-11790000000.0,200000000.0,1
00104810,1,1,007720,대명소노시즌,419082042880.0,136942525281.0,43001701876.0,76640000000.0,131940000000.0,17630000000.0,282140000000.0,235519999999.0,12770000000.0,2018-08-01,267625194750.0,2625.0,2625.0,0.10260926853483224,1.954288444738732,0.5808700924662725,-0.7678649246457018,15.180101800907543,1.1363162141267678,20.957337098668756,-4190000000.0,-580000000.0,5580000000.0,1930000000.0,-11120000000.0,0
00104856,1,1,016360,삼성증권,0.0,0.0,0.0,0.0,0.0,271030000000.0,0.0,0.0,-789060000000.0,2018-08-01,2920110000000.0,32600.0,32600.0,,inf,,0.0,10.774120946020735,inf,-3.7007451904798114,163340000000.0,257580000000.0,243519999999.0,8390000000.0,134720000000.0,1
00104999,1,1,008600,윌비스,307930289011.0,131805139506.0,55612562426.0,193850000000.0,165420000000.0,650000000.0,176130000000.0,290970000000.0,11050000000.0,2018-08-01,83220000000.0,1435.0,1435.0,0.1806011438647836,0.6313866083819264,1.171865554346512,0.212929584234559,128.03076923076924,0.2860088668934942,7.5312217194570135,440000000.0,-2050000000.0,5010000000.0,440000000.0,1939999999.0,0
00105040,1,1,012340,뉴인텍,43898571191.0,14744066934.0,4084007696.0,20910000000.0,22200000000.0,-3570000000.0,29150000000.0,50300000000.0,1400000000.0,2018-08-01,51827043800.0,1050.0,1050.0,0.09303281599373092,3.515111809516152,0.9418918918918919,-0.1589903532178696,-14.517379215686274,1.0303587236580516,37.019317,-9650000000.0,-1660000000.0,-4020000000.0,-3030000000.0,-5240000000.0,0
00105101,1,1,015360,예스코홀딩스,1434974395040.0,697419303733.0,136540966585.0,560280000000.0,466230000000.0,27070000000.0,737560000000.0,1115180000000.0,84840000000.0,2018-08-01,237000000000.0,40400.0,40400.0,0.0951521971799322,0.33982426171950797,1.2017244707547776,-0.7480168776371308,8.75507942371629,0.2125217453684607,2.7934936350777937,22160000000.0,11980000000.0,4960000000.0,16650000000.0,22800000000.0,0
00105138,1,1,033540,파라텍,144843947984.0,85466115184.0,21440000000.0,118780000000.0,53100000000.0,12140000000.0,59379999999.0,259719999999.0,-3460000000.0,2018-08-01,102558961680.0,6150.0,6150.0,0.148021372645603,1.1999955942679834,2.2369114877589453,0.5791790305593897,8.448019907742998,0.3948828033281799,-29.64131840462428,3760000000.0,3560000000.0,5060000000.0,4040000000.0,150000000.0,0
00105156,1,1,014530,극동유화,268503820517.0,148390946083.0,36227557347.0,134840000000.0,61800000000.0,15100000000.0,120109999999.0,490070000000.0,4140000000.0,2018-08-01,120996887400.0,3420.0,3420.0,0.13492380584099098,0.8153926542952453,2.1818770226537216,0.1217386687998389,8.013038900662252,0.24689715224355704,29.226301304347825,14140000000.0,14840000000.0,10420000000.0,13619999999.0,11920000000.0,0
00105271,1,1,002380,케이씨씨,9543776838218.0,5866256798392.0,924925208704.0,2452250000000.0,2603530000000.0,42300000000.0,3677519999999.0,3863990000000.0,332890000000.0,2018-08-01,3568101394000.0,341000.0,341000.0,0.0969139602049518,0.6082415953863548,0.9418942743121839,-0.34339551058144624,84.3522788179669,0.9234240756316657,10.718559866622607,132309999999.0,157020000000.0,288310000000.0,223319999999.0,406590000000.0,0
00105280,1,1,005440,현대그린푸드,2796884943000.0,2043359887000.0,361638016000.0,1157850000000.0,484420000000.0,121480000000.0,753530000000.0,2533970000000.0,106420000000.0,2018-08-01,1319010507000.0,13550.0,13550.0,0.12930028348327377,0.6455106197354847,2.3901779447586806,0.30653281217569556,10.85784085446164,0.5205312245212058,12.394385519639165,56779999999.0,57090000000.0,53010000000.0,50790000000.0,51529999999.0,0
00105299,1,1,014280,금강공업,756422311035.0,331106548927.0,125907227019.0,306730000000.0,389650000000.0,26630000000.0,425320000000.0,613250000000.0,9770000000.0,2018-08-01,121399100000.0,24600.0,24600.0,0.16645096949443922,0.3666466289881968,0.7871936353137431,-0.9768606192302909,4.558734509951183,0.1979602119853241,12.425701125895598,28160000000.0,11290000000.0,13119999999.0,12840000000.0,9760000000.0,0
00105466,1,1,021320,KCC건설,942080848297.0,338134766540.0,127346896114.0,0.0,0.0,0.0,0.0,0.0,102550000000.0,2018-08-01,182970000000.0,8630.0,8630.0,0.13517618614602456,0.5411156086440327,,0.0,inf,inf,1.7842028278888347,16650000000.0,-85380000000.0,1700000000.0,-140170000000.0,6750000000.0,0
00105475,1,1,053260,금강철강,129983802198.0,107467706629.0,10565885048.0,98370000000.0,20840000000.0,2980000000.0,22520000000.0,197210000000.0,-7320000000.0,2018-08-01,70012800000.0,3720.0,3720.0,0.08128616696336778,0.6514775665744704,4.720249520153551,1.0833733260203848,23.494228187919465,0.35501647989452867,-9.564590163934426,5860000000.0,6310000000.0,6040000000.0,7120000000.0,7280000000.0,0
00105606,1,1,214330,금호에이치티,150164494698.0,90754419853.0,18476245095.0,88320000000.0,46750000000.0,4930000000.0,59410000000.0,179710000000.0,14169999999.0,2018-08-01,60347700000.0,6320.0,6320.0,0.12304003774099924,0.6649560439893565,1.8891978609625668,0.47905719687742865,12.240912778904665,0.3358060208113071,4.258835568402176,12890000000.0,16769999999.0,13519999999.0,6730000000.0,3440000000.0,0
00105855,1,1,010120,엘에스일렉트릭,2255821411030.0,1148139940005.0,436217746293.0,1416120000000.0,649820000000.0,106000000000.0,1107680000000.0,2343750000000.0,144600000000.0,2018-08-01,2202000000000.0,72800.0,72800.0,0.19337423794280972,1.917884678753019,2.179249638361392,0.14007266121707537,20.77358490566038,0.93952,15.228215767634854,57879999999.0,69450000000.0,93900000000.0,110780000000.0,100890000000.0,0
00105873,1,1,034220,LG디스플레이,29159687000000.0,14981510000000.0,5365555000000.0,10473700000000.0,8978680000000.0,1937050000000.0,14178179999999.0,27790220000000.0,6764200000000.0,2018-08-01,7746709905000.0,21300.0,21300.0,0.18400591885639925,0.5170847200983079,1.1665077717437307,-0.4782004290115469,3.9992307400428486,0.27875669588078106,1.1452514569350403,967079999999.0,968210000000.0,973120000000.0,99670000000.0,28550000000.0,0
00105952,1,1,006260,LS,9978904000000.0,3632110000000.0,1264289000000.0,6104910000000.0,4120019999999.0,364830000000.0,6346790000000.0,9418330000000.0,237440000000.0,2018-08-01,2376360000000.0,75000.0,75000.0,0.12669617825765234,0.6542643256949817,1.481767078800948,-0.10178592469154506,6.513609078200806,0.2523122464385937,10.008254716981131,39670000000.0,108950000000.0,52550000000.0,62110000000.0,69120000000.0,0
00105961,1,1,011070,LG이노텍,5877488986552.0,1950782677553.0,884667495265.0,2734480000000.0,2497250000000.0,174780000000.0,3926710000000.0,7641360000000.0,445980000000.0,2018-08-01,3845904887500.0,166500.0,166500.0,0.15051793330266805,1.971467622587351,1.0949964961457603,-0.30999986605883006,22.004261857764046,0.503301099215323,8.62349183259339,12170000000.0,43580000000.0,58870000000.0,-50040000000.0,-41030000000.0,0
00106119,1,1,001570,금양,196084031964.0,57595446283.0,35466491880.0,130480000000.0,128670000000.0,18650000000.0,138490000000.0,180370000000.0,-22120000000.0,2018-08-01,95426898320.0,2205.0,2205.0,0.18087394228262024,1.656847971124523,1.0140669930830808,-0.08393859740824489,5.116723770509384,0.529061918944392,-4.314055077757685,-23750000000.0,2340000000.0,2860000000.0,1520000000.0,3160000000.0,0
00106313,1,1,002990,금호산업,1284875516595.0,392692827314.0,109011577188.0,654400000000.0,673010000000.0,95280000000.0,892179999999.0,1297950000000.0,75880000000.0,2018-08-01,380004986200.0,10450.0,10450.0,0.08484213122597857,0.9676901633248964,0.9723481077547139,-0.625728631554993,3.9882975041981528,0.2927732086752186,5.007972933579336,119380000000.0,-2180000000.0,60229999999.0,12740000000.0,-420970000000.0,1
00106368,1,1,011780,금호석유화학,4579813617926.0,1956803041316.0,428252264251.0,1332670000000.0,1913909999999.0,217650000000.0,2623010000000.0,5064780000000.0,421050000000.0,2018-08-01,3214341400500.0,113000.0,113000.0,0.09350866650441049,1.6426494300306653,0.6963075588719931,-0.4014321564595733,14.76839605099931,0.634645808998614,7.634108539365871,29420000000.0,77470000000.0,83310000000.0,-30970000000.0,96120000000.0,0
00106395,1,1,001210,금호전기,409873260330.0,138262018449.0,39900117825.0,203690000000.0,197640000000.0,-20180000000.0,271610000000.0,101390000000.0,14250000000.0,2018-08-01,50580118000.0,7240.0,7240.0,0.09734745270495407,0.36582800227712015,1.0306112123052014,-1.3428201175805876,-2.5064478691774035,0.498866929677483,3.549481964912281,-18850000000.0,-17980000000.0,-14469999999.0,-30370000000.0,-39990000000.0,0
00106614,1,1,092440,기신정기,235954858759.0,222574854662.0,24057812209.0,114080000000.0,10830000000.0,880000000.0,13380000000.0,107800000000.0,17770000000.0,2018-08-01,117238000000.0,4000.0,4000.0,0.10195938467015088,0.5267351524413505,10.533702677747,0.8589365222879953,133.225,1.0875510204081633,6.597523916713562,9560000000.0,18580000000.0,20680000000.0,12480000000.0,17620000000.0,0
00106623,1,1,011210,현대위아,7193681978019.0,3140097993911.0,294042565816.0,3859380000000.0,1727930000000.0,-63000000000.0,4053580000000.0,7487389999999.0,72710000000.0,2018-08-01,1276809146850.0,47100.0,47100.0,0.040875113288921565,0.4066144271057385,2.2335279785639464,-0.15209790788161912,-20.266811854761904,0.17052793387951884,17.560296339568147,158710000000.0,339110000000.0,404700000000.0,375120000000.0,363790000000.0,0
00106641,1,1,000270,기아자동차,52294438000000.0,26861177000000.0,8916984000000.0,21642080000000.0,15323020000000.0,968020000000.0,25433260000000.0,53535680000000.0,2594190000000.0,2018-08-01,12870286267250.0,31650.0,31650.0,0.17051495992747834,0.47914081602790526,1.4123899857860918,-0.2945684284930877,13.295475576176113,0.2404057680270429,4.961196468743616,2071480000000.0,2496400000000.0,2420820000000.0,2634440000000.0,2136800000000.0,0
00106669,1,1,001430,세아베스틸,3590984648655.0,2103170498248.0,318577081351.0,1225700000000.0,634040000000.0,137150000000.0,1487810000000.0,3055340000000.0,221910000000.0,2018-08-01,754897604950.0,21600.0,21600.0,0.08871580151987637,0.35893314668442283,1.9331587912434547,-0.34721265279065316,5.504175026977761,0.24707482798968364,3.401818777657609,70890000000.0,119920000000.0,123520000000.0,104009999999.0,119180000000.0,0
00106881,1,1,014990,인디에프,142063633976.0,66502021035.0,105249054645.0,99380000000.0,71420000000.0,760000000.0,75560000000.0,201080000000.0,1930000000.0,2018-08-01,113151350400.0,1900.0,1900.0,0.7408585272623718,1.7014723558619138,1.3914869784374124,0.21051450040847236,148.88335578947368,0.5627180743982495,58.62764269430052,-9570000000.0,-5870000000.0,-8270000000.0,-5790000000.0,-9160000000.0,0
00107066,1,1,001260,남광토건,166416066655.0,43309989807.0,10162884232.0,104020000000.0,106400000000.0,1700000000.0,123109999999.0,115609999999.0,1340000000.0,2018-08-01,188660640000.0,19000.0,19000.0,0.06106912893854684,4.356053668927616,0.9776315789473684,-0.10118697784021087,110.97684705882352,1.631871291424893,140.7915223880597,-2150000000.0,-75420000000.0,-107680000000.0,-46060000000.0,-293330000000.0,0
00107598,1,1,003920,남양유업,1035687033786.0,894973257817.0,300691320046.0,605990000000.0,127720000000.0,5020000000.0,140710000000.0,1166970000000.0,12050000000.0,2018-08-01,468000000000.0,643000.0,643000.0,0.2903302930681767,0.5229206525584192,4.744675853429377,0.9941880341880341,93.22709163346613,0.4010385871102085,38.83817427385892,33139999999.0,24940000000.0,1680000000.0,-44330000000.0,56829999999.0,0
00107613,1,1,007660,이수페타시스,483286938478.0,173123124211.0,38431106755.0,271300000000.0,255050000000.0,-14880000000.0,310160000000.0,531339999999.0,6670000000.0,2018-08-01,151248678670.0,3670.0,3670.0,0.07952026776479797,0.8736480430289616,1.06371299745148,-0.2569278643735209,-10.16456173857527,0.28465517120917805,22.675963818590706,2350000000.0,22740000000.0,27639999999.0,26639999999.0,14119999999.0,0
00107677,1,1,002070,남영비비안,149155487336.0,112783756133.0,125729830921.0,82820000000.0,31510000000.0,-1670000000.0,36370000000.0,215169999999.0,-3910000000.0,2018-08-01,48350332800.0,6980.0,6980.0,0.8429447227628345,0.428699437381594,2.628371945414154,0.9606965931783618,-28.95229508982036,0.22470759306699217,-12.365814015345268,-3840000000.0,8500000000.0,2210000000.0,-7609999999.0,3660000000.0,0
00107987,1,1,025860,남해화학,557166534607.0,421392460283.0,106928016338.0,0.0,0.0,0.0,0.0,0.0,30720000000.0,2018-08-01,752634471450.0,15050.0,15050.0,0.19191392464628582,1.7860653485459694,,0.0,inf,inf,24.499820034179688,14500000000.0,20450000000.0,18160000000.0,12950000000.0,-24920000000.0,0
00108001,1,1,091590,남화토건,157246419162.0,134562762552.0,9015399642.0,45340000000.0,10410000000.0,8430000000.0,22680000000.0,66350000000.0,-4170000000.0,2018-08-01,126205000000.0,10600.0,10600.0,0.05733294080746006,0.9378894844792574,4.355427473583093,0.17954914623033952,14.970937129300118,1.902110022607385,-30.264988009592326,3350000000.0,-10000000.0,3550000000.0,3130000000.0,4680000000.0,0
